bionet_name,species_code,original_source,trait_code,norm_value,best,lower,upper,raw_value,notes
Gompholobium minus,2867,Auld 1991,germ8,PY,NA,NA,NA,Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat,NA
Hardenbergia violacea,2873,Auld 1991,germ8,PY,NA,NA,NA,Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat,NA
Kennedia rubicunda,2898,Auld 1991,germ8,PY,NA,NA,NA,Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat,NA
Phyllota phylicoides,2958,Auld 1991,germ8,PY,NA,NA,NA,Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat,NA
Pultenaea daphnoides,2985,Auld 1991,germ8,PY,NA,NA,NA,Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat,NA
Pultenaea flexilis,2993,Auld 1991,germ8,PY,NA,NA,NA,Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat,NA
Pultenaea glabra,2995,Auld 1991,germ8,PY,NA,NA,NA,Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat,NA
Pultenaea linophylla,3002,Auld 1991,germ8,PY,NA,NA,NA,Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat,NA
Pultenaea polifolia,3011,Auld 1991,germ8,PY,NA,NA,NA,Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat,NA
Pultenaea stipularis,3018,Auld 1991,germ8,PY,NA,NA,NA,Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat,NA
Sphaerolobium vimineum,3033,Auld 1991,germ8,PY,NA,NA,NA,Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat,NA
Viminaria juncea,3105,Auld 1991,germ8,PY,NA,NA,NA,Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat,NA
Mirbelia platylobioides,2936,Auld 1991,germ8,PY,NA,NA,NA,Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat,NA
Platylobium formosum,2961,Auld 1991,germ8,PY,NA,NA,NA,Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat,NA
Almaleea incurvata,8365,Auld 1991,germ8,PY,NA,NA,NA,Fabaceae; paper states all study species have hard seed coat physical dormancy broken by heat,NA
