"bionet_name","species_code","suggested_name","taxon_rank","dcterms_rightsHolder","dcterms_rights","dcterms_language","dcterms_type","dcterms_modified","dcterms_available","speciesID","taxonRank","kingdomID","kingdom","classID","class","orderID","order","familyID","family","sortOrder","genusID","genus","parentSpeciesID","specificEpithet","infraspecificEpithet","scientificNameAuthorship","scientificNameID","speciesCode_Synonym","scientificName","scientificNameHTML","vernacularName","otherVernacularNames","taxonID","currentVernacularName","isCurrent","generalTypeID","generalType","establishmentMeans","primaryGrowthForm","primaryGrowthFormGroup","secondaryGrowthForms","secondaryGrowthFormGroups","stateConservation","protectedInNSW","sensitivityClass","TSProfileID","countryConservation","highThreatWeed","widelyCultivatedNativeSpecies","CAMBA","JAMBA","ROKAMBA"
"Exocarpos strictus","5864","Exocarpos strictus","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:38:50.443,1995-12-15 02:37:29,7427,"Species",139,"Plantae",38,"Flora",137,"Flora",257,"Santalaceae",17832,2888,"Exocarpos",7427,"strictus",NA,"R.Br.",7427,"5864","Exocarpos strictus","<em>Exocarpos strictus</em>","Dwarf Cherry",NA,7427,"Dwarf Cherry",TRUE,NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Callitris gracilis subsp. murrayensis","9634","Callitris gracilis","subspecies","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:47:31.547,1997-09-29 07:36:00,7429,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",293,"Cupressaceae",9172,2347,"Callitris",11690,"gracilis","murrayensis","J.Garden",7429,"9394","Callitris preissii subsp. murrayensis","<em>Callitris preissii </em>subsp.<em> murrayensis</em>","Mallee Pine",NA,12225,"Murray Pine",FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Callitris gracilis subsp. murrayensis","9634","Callitris gracilis","subspecies","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:47:31.547,1997-09-29 07:36:00,12225,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",293,"Cupressaceae",9172,2347,"Callitris",11690,"gracilis","murrayensis","J.Garden",12225,"9634","Callitris gracilis subsp. murrayensis","<em>Callitris gracilis </em>subsp.<em> murrayensis</em>","Murray Pine",NA,12225,"Murray Pine",TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Gnephosis eriocarpa","1465","Gnephosis eriocarpa","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:27:24.35,1995-12-15 02:37:31,7431,"Species",139,"Plantae",38,"Flora",137,"Flora",165,"Asteraceae",7239,2994,"Gnephosis",7431,"eriocarpa",NA,"(F.Muell.) Benth.",7431,"1465","Gnephosis eriocarpa","<em>Gnephosis eriocarpa</em>",NA,NA,7431,NA,TRUE,NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Chrysopogon filipes","11954","Chrysopogon filipes","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:22:46.923,2007-01-16 05:41:05,7432,"Species",139,"Plantae",38,"Flora",137,"Flora",159,"Poaceae",15473,2487,"Chrysopogon",17163,"filipes",NA,"(Benth.) Reeder",7432,"5238","Vetiveria filipes","<em>Vetiveria filipes</em>","Australian Vetiver",NA,17163,"Australian Vetiver",FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Chrysopogon filipes","11954","Chrysopogon filipes","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:22:46.923,2007-01-16 05:41:05,17163,"Species",139,"Plantae",38,"Flora",137,"Flora",159,"Poaceae",15473,2487,"Chrysopogon",17163,"filipes",NA,"(Benth.) Reeder",17163,"11954","Chrysopogon filipes","<em>Chrysopogon filipes</em>","Australian Vetiver",NA,17163,"Australian Vetiver",TRUE,NA,NA,"Alive in NSW, Native","Tussock Grass","Grass & grasslike (GG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Dillwynia elegans","11077","Dillwynia elegans","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:21:18.437,2000-11-29 23:34:52,7433,"Species",139,"Plantae",38,"Flora",137,"Flora",421,"Fabaceae (Faboideae)",10440,2714,"Dillwynia",13825,"elegans",NA,"Endl.",7433,"6817","Dillwynia floribunda var. teretifolia","<em>Dillwynia floribunda </em>var.<em> teretifolia</em>",NA,NA,13825,NA,FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Dillwynia elegans","11077","Dillwynia elegans","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:21:18.437,2000-11-29 23:34:52,13825,"Species",139,"Plantae",38,"Flora",137,"Flora",421,"Fabaceae (Faboideae)",10440,2714,"Dillwynia",13825,"elegans",NA,"Endl.",13825,"11077","Dillwynia elegans","<em>Dillwynia elegans</em>",NA,NA,13825,NA,TRUE,NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Hypolepis glandulifera","7385","Hypolepis glandulifera","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:42:18.307,1995-12-15 02:37:32,7434,"Species",139,"Plantae",38,"Flora",137,"Flora",290,"Dennstaedtiaceae",9608,3159,"Hypolepis",7434,"glandulifera",NA,"Brownsey & Chinnock",7434,"7385","Hypolepis glandulifera","<em>Hypolepis glandulifera</em>","Downy Ground Fern",NA,7434,"Downy Ground Fern",TRUE,171,"Ferns and Cycads","Alive in NSW, Native","Fern and fern allies","Fern (EG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Hypolepis glandulifera","7385","Hypolepis glandulifera","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:42:18.307,1995-12-15 02:37:32,10182,"Species",139,"Plantae",38,"Flora",137,"Flora",290,"Dennstaedtiaceae",9608,3159,"Hypolepis",7434,"glandulifera",NA,"Brownsey & Chinnock",10182,"8092","Hypolepis punctata","<em>Hypolepis punctata</em>",NA,NA,7434,"Downy Ground Fern",FALSE,171,"Ferns and Cycads","Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Denhamia celastroides","8387","Denhamia celastroides","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:44:39.887,1995-12-15 02:37:32,7435,"Species",139,"Plantae",38,"Flora",137,"Flora",242,"Celastraceae",8558,2676,"Denhamia",7435,"celastroides",NA,"(F.Muell.) Jessup",7435,"8387","Denhamia celastroides","<em>Denhamia celastroides</em>","Denhamia",NA,7435,"Denhamia",TRUE,NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)","Tree","Tree (TG)","Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Astrotricha crassifolia","1200","Astrotricha crassifolia","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:22:49.89,1995-12-15 02:37:33,7437,"Species",139,"Plantae",38,"Flora",137,"Flora",203,"Araliaceae",6482,2181,"Astrotricha",7437,"crassifolia",NA,"Blakely",7437,"1200","Astrotricha crassifolia","<em>Astrotricha crassifolia</em>","Thick-leaf Star-hair",NA,7437,"Thick-leaf Star-hair",TRUE,184,"Shrubs","Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Vulnerable",FALSE,"Not Sensitive",10074,"Vulnerable",NA,NA,FALSE,FALSE,FALSE
"Leptorhynchos squamatus","1557","Leptorhynchos squamatus","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:27:31.82,1995-12-15 02:37:33,7438,"Species",139,"Plantae",38,"Flora",137,"Flora",165,"Asteraceae",7325,3289,"Leptorhynchos",7438,"squamatus",NA,"(Labill.) Less.",7438,"1557","Leptorhynchos squamatus","<em>Leptorhynchos squamatus</em>","Scaly Buttons",NA,7438,"Scaly Buttons",TRUE,NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Justicia peploides","7732","Rostellularia obtusa","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2006-01-30 06:20:43,1995-12-15 02:37:34,7440,"Species",139,"Plantae",38,"Flora",137,"Flora",245,"Acanthaceae",5838,3203,"Justicia",7440,"peploides",NA,"T.Anderson",7440,"7732","Justicia peploides","<em>Justicia peploides</em>",NA,NA,7440,NA,TRUE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Teucrium racemosum","3453","Teucrium racemosum","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:32:33.48,1995-12-15 02:52:30,7441,"Species",139,"Plantae",38,"Flora",137,"Flora",161,"Lamiaceae",12273,4209,"Teucrium",9849,"racemosum",NA,"R.Br.",7441,"8268","Teucrium racemosum var. racemosum","<em>Teucrium racemosum </em>var.<em> racemosum</em>","Grey Germander",NA,9849,"Grey Germander",FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Teucrium racemosum","3453","Teucrium racemosum","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:32:33.48,1995-12-15 02:52:30,9849,"Species",139,"Plantae",38,"Flora",137,"Flora",161,"Lamiaceae",12273,4209,"Teucrium",9849,"racemosum",NA,"R.Br.",9849,"3453","Teucrium racemosum","<em>Teucrium racemosum</em>","Grey Germander",NA,9849,"Grey Germander",TRUE,NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Teucrium racemosum","3453","Teucrium racemosum","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:32:33.48,1995-12-15 02:52:30,18543,"Species",139,"Plantae",38,"Flora",137,"Flora",161,"Lamiaceae",12273,4209,"Teucrium",9849,"racemosum",NA,"R.Br.",18543,"13162","Teucrium racemosum var. polymorphum","<em>Teucrium racemosum </em>var.<em> polymorphum</em>",NA,NA,9849,"Grey Germander",FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Vesselowskya rubifolia","2276","Vesselowskya rubifolia","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:29:11.07,1995-12-15 02:37:35,7443,"Species",139,"Plantae",38,"Flora",137,"Flora",268,"Cunoniaceae",9162,4352,"Vesselowskya",7443,"rubifolia",NA,"(F.Muell.) Pamp.",7443,"2276","Vesselowskya rubifolia","<em>Vesselowskya rubifolia</em>","Southern Marara",NA,7443,"Southern Marara",TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)","Shrub","Shrub (SG)","Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Hibbertia procumbens","2544","Hibbertia procumbens [alternative possible names: Hibbertia obtusifolia (pro parte misapplied)]","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:30:04.15,1995-12-15 02:37:35,7444,"Species",139,"Plantae",38,"Flora",137,"Flora",168,"Dilleniaceae",9692,3096,"Hibbertia",7444,"procumbens",NA,"(Labill.) DC.",7444,"2544","Hibbertia procumbens","<em>Hibbertia procumbens</em>","Spreading Guinea Flower",NA,7444,"Spreading Guinea Flower",TRUE,184,"Shrubs","Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Endangered",FALSE,"Not Sensitive",10401,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Cryptocarya bidwillii","3474","Cryptocarya bidwillii","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:32:41.357,1995-12-15 02:37:35,7445,"Species",139,"Plantae",38,"Flora",137,"Flora",158,"Lauraceae",12319,2601,"Cryptocarya",7445,"bidwillii",NA,"Meisn.",7445,"3474","Cryptocarya bidwillii","<em>Cryptocarya bidwillii</em>","Yellow Laurel",NA,7445,"Yellow Laurel",TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)","Shrub","Shrub (SG)","Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eragrostis dielsii","4954","Eragrostis dielsii","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:36:45.283,1995-12-15 02:37:36,7446,"Species",139,"Plantae",38,"Flora",137,"Flora",159,"Poaceae",15662,2834,"Eragrostis",7446,"dielsii",NA,"Pilg.",7446,"4954","Eragrostis dielsii","<em>Eragrostis dielsii</em>","Mallee Lovegrass",NA,7446,"Mallee Lovegrass",TRUE,NA,NA,"Alive in NSW, Native","Tussock Grass","Grass & grasslike (GG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Pterostylis x conoglossa","10286","Pterostylis x conoglossa","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:19:03.667,1999-03-30 07:37:31,7447,"Species",139,"Plantae",38,"Flora",137,"Flora",170,"Orchidaceae",14638,3880,"Pterostylis",12972,"x conoglossa",NA,"Upton",7447,"7613","Pterostylis conglossa","<em>Pterostylis conglossa</em>",NA,NA,12972,NA,FALSE,179,"Orchids","Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",TRUE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Pterostylis x conoglossa","10286","Pterostylis x conoglossa","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:19:03.667,1999-03-30 07:37:31,12972,"Species",139,"Plantae",38,"Flora",137,"Flora",170,"Orchidaceae",14638,3880,"Pterostylis",12972,"x conoglossa",NA,"Upton",12972,"10286","Pterostylis x conoglossa","<em>Pterostylis x conoglossa</em>",NA,NA,12972,NA,TRUE,179,"Orchids","Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed",TRUE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Tribulus terrestris","7655","Tribulus terrestris [alternative possible names: Tribulus micrococcus (pro parte misapplied) | Tribulus cistoides (misapplied)]","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2009-05-25 03:27:41,1995-12-15 02:37:36,7448,"Species",139,"Plantae",38,"Flora",137,"Flora",267,"Zygophyllaceae",18877,4268,"Tribulus",7448,"terrestris",NA,"L.",7448,"7655","Tribulus terrestris","<em>Tribulus terrestris</em>","Cat-head",NA,7448,"Cat-head",TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Acacia torringtonensis","3888","Acacia torringtonensis","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:34:01.297,1995-12-15 02:37:37,7449,"Species",139,"Plantae",38,"Flora",137,"Flora",431,"Fabaceae (Mimosoideae)",11262,1950,"Acacia",7449,"torringtonensis",NA,"Tindale",7449,"3888","Acacia torringtonensis","<em>Acacia torringtonensis</em>",NA,NA,7449,NA,TRUE,NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Bursaria spinosa subsp. spinosa","11018","Bursaria spinosa subsp. spinosa","subspecies","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:21:10.047,2000-10-17 05:48:38,7450,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",214,"Pittosporaceae",15103,2320,"Bursaria",3291,"spinosa","spinosa","Cav.",7450,"8833","Bursaria spinosa var. macrophylla","<em>Bursaria spinosa </em>var.<em> macrophylla</em>",NA,NA,13758,"Native Blackthorn",FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Bursaria spinosa subsp. spinosa","11018","Bursaria spinosa subsp. spinosa","subspecies","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:21:10.047,2000-10-17 05:48:38,9722,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",214,"Pittosporaceae",15103,2320,"Bursaria",3291,"spinosa","spinosa","Cav.",9722,"9079","Bursaria spinosa var. obovata","<em>Bursaria spinosa </em>var.<em> obovata</em>",NA,NA,13758,"Native Blackthorn",FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Bursaria spinosa subsp. spinosa","11018","Bursaria spinosa subsp. spinosa","subspecies","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:21:10.047,2000-10-17 05:48:38,11334,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",214,"Pittosporaceae",15103,2320,"Bursaria",3291,"spinosa","spinosa","Cav.",11334,"9374","Bursaria spinosa var. microphylla","<em>Bursaria spinosa </em>var.<em> microphylla</em>",NA,NA,13758,"Native Blackthorn",FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Bursaria spinosa subsp. spinosa","11018","Bursaria spinosa subsp. spinosa","subspecies","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:21:10.047,2000-10-17 05:48:38,12782,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",214,"Pittosporaceae",15103,2320,"Bursaria",3291,"spinosa","spinosa","Cav.",12782,"10100","Bursaria spinosa var. spinosa","<em>Bursaria spinosa </em>var.<em> spinosa</em>",NA,NA,13758,"Native Blackthorn",FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Bursaria spinosa subsp. spinosa","11018","Bursaria spinosa subsp. spinosa","subspecies","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:21:10.047,2000-10-17 05:48:38,12783,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",214,"Pittosporaceae",15103,2320,"Bursaria",3291,"spinosa","spinosa","Cav.",12783,"10101","Bursaria spinosa var. australis","<em>Bursaria spinosa </em>var.<em> australis</em>",NA,NA,13758,"Native Blackthorn",FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Bursaria spinosa subsp. spinosa","11018","Bursaria spinosa subsp. spinosa","subspecies","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:21:10.047,2000-10-17 05:48:38,13758,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",214,"Pittosporaceae",15103,2320,"Bursaria",3291,"spinosa","spinosa","Cav.",13758,"11018","Bursaria spinosa subsp. spinosa","<em>Bursaria spinosa </em>subsp.<em> spinosa</em>","Native Blackthorn",NA,13758,"Native Blackthorn",TRUE,NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)","Tree","Tree (TG)","Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Plectranthus nitidus","9051","Coleus nitidus","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:46:09.03,1995-12-15 02:37:38,7452,"Species",139,"Plantae",38,"Flora",137,"Flora",161,"Lamiaceae",12147,3784,"Plectranthus",7452,"nitidus",NA,"P. Forst.",7452,"9051","Plectranthus nitidus","<em>Plectranthus nitidus</em>","Nightcap Plectranthus",NA,7452,"Nightcap Plectranthus",TRUE,184,"Shrubs","Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Endangered",FALSE,"Not Sensitive",10638,"Endangered",NA,NA,FALSE,FALSE,FALSE
"Tecticornia disarticulata","14467","Tecticornia disarticulata","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:27:04.943,2011-03-21 05:55:12,7453,"Species",139,"Plantae",38,"Flora",137,"Flora",174,"Chenopodiaceae",8837,4193,"Tecticornia",20500,"disarticulata",NA,"(Paul G.Wilson) K.A.Shepherd & Paul G.Wilson",7453,"2197","Sclerostegia disarticulata","<em>Sclerostegia disarticulata</em>",NA,NA,20500,NA,FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Tecticornia disarticulata","14467","Tecticornia disarticulata","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:27:04.943,2011-03-21 05:55:12,20500,"Species",139,"Plantae",38,"Flora",137,"Flora",174,"Chenopodiaceae",8837,4193,"Tecticornia",20500,"disarticulata",NA,"(Paul G.Wilson) K.A.Shepherd & Paul G.Wilson",20500,"14467","Tecticornia disarticulata","<em>Tecticornia disarticulata</em>",NA,NA,20500,NA,TRUE,NA,NA,"Alive in NSW, Native","Chenopod","Shrub (SG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Aneilema biflorum","2207","Aneilema biflorum","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:29:02.4,1995-12-15 02:37:38,7454,"Species",139,"Plantae",38,"Flora",137,"Flora",288,"Commelinaceae",8926,2081,"Aneilema",7454,"biflorum",NA,"R.Br.",7454,"2207","Aneilema biflorum","<em>Aneilema biflorum</em>",NA,NA,7454,NA,TRUE,NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Amyema cambagei","3599","Amyema cambagei","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:32:59.077,1995-12-15 02:37:39,7455,"Species",139,"Plantae",38,"Flora",137,"Flora",178,"Loranthaceae",12553,2073,"Amyema",7455,"cambagei",NA,"(Blakely) Danser",7455,"3599","Amyema cambagei","<em>Amyema cambagei</em>","Needle-leaf Mistletoe",NA,7455,"Needle-leaf Mistletoe",TRUE,NA,NA,"Alive in NSW, Native","Epiphyte","Other (OG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Amyema quandang","3609","Amyema quandang","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:33:00.373,1995-12-15 02:37:39,7456,"Species",139,"Plantae",38,"Flora",137,"Flora",178,"Loranthaceae",12570,2073,"Amyema",7456,"quandang",NA,"(Lindl.) Tiegh.",7456,"3609","Amyema quandang","<em>Amyema quandang</em>","Grey Mistletoe",NA,7456,"Grey Mistletoe",TRUE,NA,NA,"Alive in NSW, Native","Epiphyte","Other (OG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Amylotheca dictyophleba","3610","Amylotheca dictyophleba","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:33:00.577,1995-12-15 02:37:39,7457,"Species",139,"Plantae",38,"Flora",137,"Flora",178,"Loranthaceae",12574,2074,"Amylotheca",7457,"dictyophleba",NA,"(F.Muell.) Tiegh.",7457,"3610","Amylotheca dictyophleba","<em>Amylotheca dictyophleba</em>",NA,NA,7457,NA,TRUE,NA,NA,"Alive in NSW, Native","Epiphyte","Other (OG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
