"bionet_name","species_code","suggested_name","taxon_rank","dcterms_rightsHolder","dcterms_rights","dcterms_language","dcterms_type","dcterms_modified","dcterms_available","speciesID","taxonRank","kingdomID","kingdom","classID","class","orderID","order","familyID","family","sortOrder","genusID","genus","parentSpeciesID","specificEpithet","infraspecificEpithet","scientificNameAuthorship","scientificNameID","speciesCode_Synonym","scientificName","scientificNameHTML","vernacularName","otherVernacularNames","taxonID","currentVernacularName","isCurrent","generalTypeID","generalType","establishmentMeans","primaryGrowthForm","primaryGrowthFormGroup","secondaryGrowthForms","secondaryGrowthFormGroups","stateConservation","protectedInNSW","sensitivityClass","TSProfileID","countryConservation","highThreatWeed","widelyCultivatedNativeSpecies","CAMBA","JAMBA","ROKAMBA"
"Luzula australasica subsp. dura","10316","Luzula australasica subsp. dura","subspecies","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:19:09.37,1999-04-06 06:02:10,13002,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",253,"Juncaceae",12041,3354,"Luzula",7391,"australasica","dura","(Edgar) M.E.Jansen",13002,"10316","Luzula australasica subsp. dura","<em>Luzula australasica </em>subsp.<em> dura</em>",NA,NA,13002,NA,TRUE,NA,NA,"Alive in NSW, Native","Rush","Grass & grasslike (GG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Acacia caroleae","3735","Acacia caroleae","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:33:24.547,1995-12-15 02:37:18,7392,"Species",139,"Plantae",38,"Flora",137,"Flora",431,"Fabaceae (Mimosoideae)",11020,1950,"Acacia",7392,"caroleae",NA,"Pedley",7392,"3735","Acacia caroleae","<em>Acacia caroleae</em>",NA,NA,7392,NA,TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)","Shrub","Shrub (SG)","Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Typhonium brownii","7155","Typhonium brownii","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:41:48.273,1995-12-15 02:37:18,7393,"Species",139,"Plantae",38,"Flora",137,"Flora",225,"Araceae",6469,4318,"Typhonium",7393,"brownii",NA,"Schott",7393,"7155","Typhonium brownii","<em>Typhonium brownii</em>",NA,NA,7393,NA,TRUE,NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Haloragodendron baeuerlenii","3256","Haloragodendron baeuerlenii","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:32:08.09,1995-12-15 02:37:18,7394,"Species",139,"Plantae",38,"Flora",137,"Flora",231,"Haloragaceae",11677,3039,"Haloragodendron",7394,"baeuerlenii",NA,"(F.Muell.) Orchard",7394,"3256","Haloragodendron baeuerlenii","<em>Haloragodendron baeuerlenii</em>",NA,NA,7394,NA,TRUE,NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)","Tree","Tree (TG)","Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Calochilus gracillimus","4391","Calochilus gracillimus","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:35:32.14,1995-12-15 02:37:19,7396,"Species",139,"Plantae",38,"Flora",137,"Flora",170,"Orchidaceae",14173,2350,"Calochilus",7396,"gracillimus",NA,"Rupp",7396,"4391","Calochilus gracillimus","<em>Calochilus gracillimus</em>","Slender Beard Orchid",NA,7396,"Slender Beard Orchid",TRUE,179,"Orchids","Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed",TRUE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Chiloglottis x pescottiana","10292","Chiloglottis x pescottiana","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:19:05.26,1999-03-30 23:31:06,7397,"Species",139,"Plantae",38,"Flora",137,"Flora",170,"Orchidaceae",14214,2462,"Chiloglottis",12978,"x pescottiana",NA,"(R.S.Rogers) Jeanes",7397,"4401","Chiloglottis pescottiana","<em>Chiloglottis pescottiana</em>",NA,NA,12978,"Bronze Bird Orchid",FALSE,179,"Orchids","Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",TRUE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Chiloglottis x pescottiana","10292","Chiloglottis x pescottiana","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:19:05.26,1999-03-30 23:31:06,12978,"Species",139,"Plantae",38,"Flora",137,"Flora",170,"Orchidaceae",14214,2462,"Chiloglottis",12978,"x pescottiana",NA,"(R.S.Rogers) Jeanes",12978,"10292","Chiloglottis x pescottiana","<em>Chiloglottis x pescottiana</em>","Bronze Bird Orchid",NA,12978,"Bronze Bird Orchid",TRUE,179,"Orchids","Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed",TRUE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Panicum queenslandicum var. acuminatum","6534","Panicum queenslandicum var. acuminatum","variety","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-11-30 06:22:55.07,1995-12-15 02:37:20,7398,"Variety",139,"Plantae",38,"Flora",137,"Flora",159,"Poaceae",15879,3634,"Panicum",10208,"queenslandicum","acuminatum","Vickery",7398,"6534","Panicum queenslandicum var. acuminatum","<em>Panicum queenslandicum </em>var.<em> acuminatum</em>",NA,NA,7398,NA,TRUE,NA,NA,"Alive in NSW, Native","Tussock Grass","Grass & grasslike (GG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Correa lawrenceana var. macrocalyx","11023","Correa lawrenceana var. macrocalyx","variety","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-11-30 06:23:51.12,2000-10-17 23:26:55,7400,"Variety",139,"Plantae",38,"Flora",137,"Flora",183,"Rutaceae",17585,2566,"Correa",13763,"lawrenceana","macrocalyx","(Blakely) Paul G.Wilson",7400,"8213","Correa lawrenciana var. macrocalyx","<em>Correa lawrenciana </em>var.<em> macrocalyx</em>",NA,NA,13766,NA,FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Correa lawrenceana var. macrocalyx","11023","Correa lawrenceana var. macrocalyx","variety","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-11-30 06:23:51.12,2000-10-17 23:26:55,13766,"Variety",139,"Plantae",38,"Flora",137,"Flora",183,"Rutaceae",17585,2566,"Correa",13763,"lawrenceana","macrocalyx","(Blakely) Paul G.Wilson",13766,"11023","Correa lawrenceana var. macrocalyx","<em>Correa lawrenceana </em>var.<em> macrocalyx</em>",NA,NA,13766,NA,TRUE,NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)","Tree","Tree (TG)","Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Asperula conferta","5653","Asperula conferta [alternative possible names: Asperula subsimplex (pro parte misapplied) | Galium microlobum (pro parte misapplied) | Asperula wimmerana (pro parte misapplied) | Asperula syrticola (pro parte misapplied)]","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:38:18.6,1995-12-15 02:37:21,7401,"Species",139,"Plantae",38,"Flora",137,"Flora",241,"Rubiaceae",17311,2169,"Asperula",7401,"conferta",NA,"Hook.f.",7401,"5653","Asperula conferta","<em>Asperula conferta</em>","Common Woodruff",NA,7401,"Common Woodruff",TRUE,NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Utricularia uniflora","9235","Utricularia uniflora","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:46:39.407,1995-12-15 02:37:21,7402,"Species",139,"Plantae",38,"Flora",137,"Flora",262,"Lentibulariaceae",12410,4333,"Utricularia",7402,"uniflora",NA,"R.Br.",7402,"9235","Utricularia uniflora","<em>Utricularia uniflora</em>",NA,NA,7402,NA,TRUE,NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Actites megalocarpus","13920","Actites megalocarpus","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:26:14.41,2010-05-25 03:30:17,7403,"Species",139,"Plantae",38,"Flora",137,"Flora",165,"Asteraceae",6752,1984,"Actites",19808,"megalocarpus",NA,"(Hook.f.) Lander",7403,"1254","Actites megalocarpa","<em>Actites megalocarpa</em>","Dune Thistle",NA,19808,"Dune Thistle",FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Actites megalocarpus","13920","Actites megalocarpus","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:26:14.41,2010-05-25 03:30:17,19808,"Species",139,"Plantae",38,"Flora",137,"Flora",165,"Asteraceae",6752,1984,"Actites",19808,"megalocarpus",NA,"(Hook.f.) Lander",19808,"13920","Actites megalocarpus","<em>Actites megalocarpus</em>","Dune Thistle",NA,19808,"Dune Thistle",TRUE,NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Chionanthus quadristamineus","4308","Chionanthus quadristamineus","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:35:23.14,1995-12-15 02:37:22,7405,"Species",139,"Plantae",38,"Flora",137,"Flora",186,"Oleaceae",13965,2464,"Chionanthus",7405,"quadristamineus",NA,"F.Muell.",7405,"4308","Chionanthus quadristamineus","<em>Chionanthus quadristamineus</em>","Blue Plum",NA,7405,"Blue Plum",TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Galium australe","5680","Galium australe [alternative possible names: Galium divaricatum (pro parte misapplied) | Galium leptogonium (pro parte misapplied) | Galium curvihirtum (pro parte misapplied) | Galium divaricatum (misapplied) | Galium leptogonium (misapplied)]","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:38:21.333,1995-12-15 02:37:23,7406,"Species",139,"Plantae",38,"Flora",137,"Flora",241,"Rubiaceae",17362,2941,"Galium",7406,"australe",NA,"DC.",7406,"5680","Galium australe","<em>Galium australe</em>","Tangled Bedstraw",NA,7406,"Tangled Bedstraw",TRUE,174,"Herbs and Forbs","Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Endangered",FALSE,"Not Sensitive",10336,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Gompholobium aspalathoides","13008","Gompholobium aspalathoides","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:24:47.16,2008-04-17 03:48:55,7407,"Species",139,"Plantae",38,"Flora",137,"Flora",421,"Fabaceae (Faboideae)",10508,2998,"Gompholobium",18389,"aspalathoides",NA,"A.Cunn. ex Benth.",7407,"7259","Gompholobium virgatum var. aspalathoides","<em>Gompholobium virgatum </em>var.<em> aspalathoides</em>",NA,NA,18389,NA,FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Gompholobium aspalathoides","13008","Gompholobium aspalathoides","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:24:47.16,2008-04-17 03:48:55,18389,"Species",139,"Plantae",38,"Flora",137,"Flora",421,"Fabaceae (Faboideae)",10508,2998,"Gompholobium",18389,"aspalathoides",NA,"A.Cunn. ex Benth.",18389,"13008","Gompholobium aspalathoides","<em>Gompholobium aspalathoides</em>",NA,NA,18389,NA,TRUE,NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Hovea montana","9768","Hovea montana","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:47:54.127,1998-02-09 02:15:16,7408,"Species",139,"Plantae",38,"Flora",137,"Flora",421,"Fabaceae (Faboideae)",10542,3116,"Hovea",12405,"montana",NA,"(Hook.f.) J.H.Ross",7408,"7260","Hovea longifolia var. montana","<em>Hovea longifolia </em>var.<em> montana</em>",NA,NA,12405,NA,FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Hovea montana","9768","Hovea montana","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:47:54.127,1998-02-09 02:15:16,12405,"Species",139,"Plantae",38,"Flora",137,"Flora",421,"Fabaceae (Faboideae)",10542,3116,"Hovea",12405,"montana",NA,"(Hook.f.) J.H.Ross",12405,"9768","Hovea montana","<em>Hovea montana</em>",NA,NA,12405,NA,TRUE,NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Bossiaea lenticularis","2782","Bossiaea lenticularis","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:30:51.84,1995-12-15 02:37:24,7409,"Species",139,"Plantae",38,"Flora",137,"Flora",421,"Fabaceae (Faboideae)",10314,2276,"Bossiaea",7409,"lenticularis",NA,"Sieber ex DC.",7409,"2782","Bossiaea lenticularis","<em>Bossiaea lenticularis</em>",NA,NA,7409,NA,TRUE,NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Pultenaea procumbens","3012","Pultenaea procumbens","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:31:26.357,1995-12-15 02:37:24,7410,"Species",139,"Plantae",38,"Flora",137,"Flora",421,"Fabaceae (Faboideae)",10762,3889,"Pultenaea",7410,"procumbens",NA,"A.Cunn.",7410,"3012","Pultenaea procumbens","<em>Pultenaea procumbens</em>",NA,NA,7410,NA,TRUE,NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Juncus subsecundus","3348","Juncus subsecundus","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:32:17.763,1995-12-15 02:37:24,7411,"Species",139,"Plantae",38,"Flora",137,"Flora",253,"Juncaceae",12032,3201,"Juncus",7411,"subsecundus",NA,"N.A.Wakef.",7411,"3348","Juncus subsecundus","<em>Juncus subsecundus</em>","Finger Rush",NA,7411,"Finger Rush",TRUE,NA,NA,"Alive in NSW, Native","Rush","Grass & grasslike (GG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Juncus subsecundus","3348","Juncus subsecundus","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:32:17.763,1995-12-15 02:37:24,18522,"Species",139,"Plantae",38,"Flora",137,"Flora",253,"Juncaceae",12032,3201,"Juncus",7411,"subsecundus",NA,"N.A.Wakef.",18522,"13141","Juncus subsecundus subsp. congregatus","<em>Juncus subsecundus </em>subsp.<em> congregatus</em>",NA,NA,7411,"Finger Rush",FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Sporobolus creber","5179","Sporobolus creber","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:37:09.19,1995-12-15 02:37:25,7413,"Species",139,"Plantae",38,"Flora",137,"Flora",159,"Poaceae",16092,4119,"Sporobolus",7413,"creber",NA,"De Nardi",7413,"5179","Sporobolus creber","<em>Sporobolus creber</em>","Slender Rat's Tail Grass",NA,7413,"Slender Rat's Tail Grass",TRUE,NA,NA,"Alive in NSW, Native","Tussock Grass","Grass & grasslike (GG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Sporobolus diander","5180","Sporobolus diandrus","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:37:09.377,1995-12-15 02:37:25,7414,"Species",139,"Plantae",38,"Flora",137,"Flora",159,"Poaceae",16093,4119,"Sporobolus",7414,"diander",NA,"(Retz.) P.Beauv.",7414,"5180","Sporobolus diander","<em>Sporobolus diander</em>",NA,NA,7414,NA,TRUE,NA,NA,"Alive in NSW, Native","Tussock Grass","Grass & grasslike (GG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Leptostigma reptans","6758","Leptostigma reptans","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:40:56.93,1995-12-15 02:37:26,7415,"Species",139,"Plantae",38,"Flora",137,"Flora",241,"Rubiaceae",17396,3291,"Leptostigma",7415,"reptans",NA,"(F.Muell.) Fosberg",7415,"6758","Leptostigma reptans","<em>Leptostigma reptans</em>",NA,NA,7415,NA,TRUE,NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Leptostigma reptans","6758","Leptostigma reptans","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:40:56.93,1995-12-15 02:37:26,8616,"Species",139,"Plantae",38,"Flora",137,"Flora",241,"Rubiaceae",17396,3291,"Leptostigma",7415,"reptans",NA,"(F.Muell.) Fosberg",8616,"5696","Nertera reptans","<em>Nertera reptans</em>",NA,NA,7415,NA,FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Banksia marginata","5344","Banksia marginata","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:37:26.487,1995-12-15 02:37:26,7416,"Species",139,"Plantae",38,"Flora",137,"Flora",167,"Proteaceae",16492,2225,"Banksia",7416,"marginata",NA,"Cav.",7416,"5344","Banksia marginata","<em>Banksia marginata</em>","Silver Banksia",NA,7416,"Silver Banksia",TRUE,NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)","Tree","Tree (TG)","Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Viola perreniformis","13641","Viola perreniformis","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2022-12-13 07:34:06.977,2008-04-17 03:49:23,7417,"Species",139,"Plantae",38,"Flora",137,"Flora",244,"Violaceae",18726,4358,"Viola",19022,"perreniformis",NA,NA,7417,"6963","Viola hederacea subsp. perreniformis","<em>Viola hederacea </em>subsp.<em> perreniformis</em>",NA,NA,19022,NA,FALSE,NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Viola perreniformis","13641","Viola perreniformis","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2022-12-13 07:34:06.977,2008-04-17 03:49:23,19022,"Species",139,"Plantae",38,"Flora",137,"Flora",244,"Violaceae",18726,4358,"Viola",19022,"perreniformis",NA,NA,19022,"13641","Viola perreniformis","<em>Viola perreniformis</em>",NA,NA,19022,NA,TRUE,NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Myriophyllum latifolium","3263","Myriophyllum latifolium","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:32:08.87,1995-12-15 02:37:26,7418,"Species",139,"Plantae",38,"Flora",137,"Flora",231,"Haloragaceae",11692,3515,"Myriophyllum",7418,"latifolium",NA,"F.Muell.",7418,"3263","Myriophyllum latifolium","<em>Myriophyllum latifolium</em>",NA,NA,7418,NA,TRUE,NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Acacia ixodes","3796","Acacia ixodes","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:33:40.763,1995-12-15 02:37:27,7419,"Species",139,"Plantae",38,"Flora",137,"Flora",431,"Fabaceae (Mimosoideae)",11113,1950,"Acacia",7419,"ixodes",NA,"Pedley",7419,"3796","Acacia ixodes","<em>Acacia ixodes</em>","Motherumbung",NA,7419,"Motherumbung",TRUE,NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Acacia lanigera","3806","Acacia lanigera","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:33:42.983,1995-12-15 02:37:27,7420,"Species",139,"Plantae",38,"Flora",137,"Flora",431,"Fabaceae (Mimosoideae)",11125,1950,"Acacia",7420,"lanigera",NA,"A.Cunn.",7420,"3806","Acacia lanigera","<em>Acacia lanigera</em>","Woolly Wattle",NA,7420,"Woolly Wattle",TRUE,NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eucalyptus rubida","4173","Eucalyptus rubida","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:34:57.767,1995-12-15 02:37:27,7421,"Species",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13534,2862,"Eucalyptus",7421,"rubida",NA,"H.Deane & Maiden",7421,"4173","Eucalyptus rubida","<em>Eucalyptus rubida</em>","Candlebark",NA,7421,"Candlebark",TRUE,NA,NA,"Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Spyridium scortechinii","12323","Spyridium scortechinii","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:23:26.313,2007-04-17 07:56:23,7423,"Species",139,"Plantae",38,"Flora",137,"Flora",182,"Rhamnaceae",17156,4121,"Spyridium",17553,"scortechinii",NA,"(F.Muell.) K.R.Thiele",7423,"5561","Cryptandra scortechinii","<em>Cryptandra scortechinii</em>",NA,NA,17553,NA,FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Spyridium scortechinii","12323","Spyridium scortechinii","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:23:26.313,2007-04-17 07:56:23,17553,"Species",139,"Plantae",38,"Flora",137,"Flora",182,"Rhamnaceae",17156,4121,"Spyridium",17553,"scortechinii",NA,"(F.Muell.) K.R.Thiele",17553,"12323","Spyridium scortechinii","<em>Spyridium scortechinii</em>",NA,NA,17553,NA,TRUE,NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Zostera muelleri subsp. capricorni","13649","Zostera muelleri subsp. capricorni","subspecies","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:52.49,2008-04-17 03:49:24,7424,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",303,"Zosteraceae",18852,4419,"Zostera",7424,"muelleri","capricorni","(Asch.) S.W.L.Jacobs",7424,"6344","Zostera muelleri","<em>Zostera muelleri</em>",NA,NA,19030,NA,FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Zostera muelleri subsp. capricorni","13649","Zostera muelleri subsp. capricorni","subspecies","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:52.49,2008-04-17 03:49:24,9914,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",303,"Zosteraceae",18852,4419,"Zostera",7424,"muelleri","capricorni","(Asch.) S.W.L.Jacobs",9914,"6343","Zostera capricorni","<em>Zostera capricorni</em>",NA,NA,19030,NA,FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Zostera muelleri subsp. capricorni","13649","Zostera muelleri subsp. capricorni","subspecies","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:25:52.49,2008-04-17 03:49:24,19030,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",303,"Zosteraceae",18852,4419,"Zostera",7424,"muelleri","capricorni","(Asch.) S.W.L.Jacobs",19030,"13649","Zostera muelleri subsp. capricorni","<em>Zostera muelleri </em>subsp.<em> capricorni</em>",NA,NA,19030,NA,TRUE,NA,NA,"Alive in NSW, Native","Forb","Forb (FG)","Other Grass","Grass & grasslike (GG)","Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Millotia greevesii subsp. greevesii","11118","Millotia greevesii subsp. greevesii","subspecies","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:21:21.28,2000-11-30 03:42:34,7426,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",165,"Asteraceae",7359,3464,"Millotia",10431,"greevesii","greevesii","F.Muell.",7426,"7824","Millotia greevesii var. greevesii","<em>Millotia greevesii </em>var.<em> greevesii</em>",NA,NA,13866,NA,FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Millotia greevesii subsp. greevesii","11118","Millotia greevesii subsp. greevesii","subspecies","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:21:21.28,2000-11-30 03:42:34,13866,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",165,"Asteraceae",7359,3464,"Millotia",10431,"greevesii","greevesii","F.Muell.",13866,"11118","Millotia greevesii subsp. greevesii","<em>Millotia greevesii </em>subsp.<em> greevesii</em>",NA,NA,13866,NA,TRUE,NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
