row_number,trait_code,species,species_code,main_source,original_sources,raw_value,original_notes,norm_value,best,upper,lower
96956,surv5,Babingtonia odontocalyx,9817,NSWFFRDv2.1,"{""Clarke Fulloon 1999""}","{""Life span"",>10?}","{""Cell color index 12"",uncertain}",NA,NA,NA,10
96957,surv5,Backhousia myrtifolia,3984,NSWFFRDv2.1,NA,"{""Life span"",>100}",NA,NA,NA,NA,100
96958,surv5,Baeckea brevifolia,3986,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
96959,surv5,Baeckea brevifolia,3986,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
96960,surv5,Baeckea gunniana,3994,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",50?}","{""Cell color index 12"",uncertain}",NA,50,NA,NA
96961,surv5,Baeckea imbricata,3995,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",40-70}","{""Cell color index 12""}",NA,NA,70,40
96962,surv5,Baeckea imbricata,3995,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",40-70}","{""Cell color index 12""}",NA,NA,70,40
96963,surv5,Baeckea linifolia,3997,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",40-70}","{""Cell color index 12""}",NA,NA,70,40
96964,surv5,Baeckea linifolia,3997,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",40-70}","{""Cell color index 12""}",NA,NA,70,40
96965,surv5,Baeckea utilis,4000,NSWFFRDv2.1,"{""EcoGIS 2002""}","{""Life span"",""common at 22 yo site""}","{""Cell color index 12""}",NA,NA,NA,NA
96966,surv5,Baloskion australe,10605,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",15?}","{""Cell color index 12"",uncertain}",NA,15,NA,NA
96967,surv5,Banksia aemula,5339,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
96968,surv5,Banksia cunninghamii,8595,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",30-50?}","{""Cell color index 12"",uncertain}",NA,NA,50,30
96969,surv5,Banksia ericifolia subsp. ericifolia,11049,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",""40-50 (9)""}",NA,NA,NA,50,40
96970,surv5,Banksia ericifolia subsp. ericifolia,11049,NSWFFRDv2.1,"{""Bradstock 1988""}","{""Life span"",""30-50 (30)""}",NA,NA,NA,50,30
96971,surv5,Banksia integrifolia subsp. integrifolia,6603,NSWFFRDv2.1,"{""Clarke 1989"",""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"","">30 (96), 100-150? (1), present at 20 yo site (105)""}",{uncertain},NA,NA,NA,30
96972,surv5,Banksia integrifolia subsp. integrifolia,6603,NSWFFRDv2.1,"{""Clarke 1989"",""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"","">30 (96), 100-150? (1), present at 20 yo site (105)""}",{uncertain},NA,NA,NA,30
96973,surv5,Banksia integrifolia subsp. integrifolia,6603,NSWFFRDv2.1,"{""Clarke 1989"",""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"","">30 (96), 100-150? (1), present at 20 yo site (105)""}",{uncertain},NA,NA,NA,30
96974,surv5,Banksia marginata,5344,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"","">50 (9)""}","{""Cell color index 8""}",NA,NA,NA,50
96975,surv5,Banksia marginata,5344,NSWFFRDv2.1,"{""Specht Rayson Jackman 1958""}","{""Life span"",""parent plants die out about 25yo, leaving vigorous suckers (33)""}","{""Cell color index 8""}",NA,NA,NA,NA
96976,surv5,Banksia marginata,5344,NSWFFRDv2.1,"{""Watts Greg. pers. comm.""}","{""Life span"",30}","{""Cell color index 12""}",NA,30,NA,NA
96977,surv5,Banksia oblongifolia,5345,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",40-80}","{""Cell color index 12""}",NA,NA,80,40
96978,surv5,Banksia paludosa,5346,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",40-80}","{""Cell color index 12""}",NA,NA,80,40
96979,surv5,Banksia penicillata,10872,NSWFFRDv2.1,NA,"{""Life span"",30-50?}",{uncertain},NA,NA,50,30
96980,surv5,Banksia robur,5347,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",40-80}","{""Cell color index 12""}",NA,NA,80,40
96981,surv5,Banksia serrata,5348,NSWFFRDv2.1,"{""Bradstock 1990""}","{""Life span"",""70->80 (29)""}",NA,NA,NA,NA,70
96982,surv5,Banksia serrata,5348,NSWFFRDv2.1,"{""Department Natural Resources Environment ""}","{""Life span"",""75 (38)""}",NA,NA,75,NA,NA
96983,surv5,Banksia serrata,5348,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",""100 (1)""}",NA,NA,100,NA,NA
96984,surv5,Banksia spinulosa var. spinulosa,7488,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",50-100}","{""Cell color index 12""}",NA,NA,100,50
96985,surv5,Barbarea grayi,7495,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
96986,surv5,Bartsia trixago,9188,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
96987,surv5,Bauera microphylla,7219,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
96988,surv5,Bauera microphylla,7219,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
96989,surv5,Baumea acuta,2294,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
96990,surv5,Baumea articulata,2296,NSWFFRDv2.1,"{""Watts Greg. pers. comm.""}","{""Life span"",>30}","{""Cell color index 12""}",NA,NA,NA,30
96991,surv5,Baumea gunnii,2297,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
96992,surv5,Baumea rubiginosa,2302,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
96993,surv5,Baumea teretifolia,2303,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
96994,surv5,Bedfordia arborescens,1282,NSWFFRDv2.1,"{""Groves ""}","{""Life span"",""c. 100""}","{""Cell color index 12""}",NA,NA,NA,NA
96995,surv5,Beyeria lasiocarpa,2691,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",10-20?}","{""Cell color index 12"",uncertain}",NA,NA,20,10
96996,surv5,Beyeria viscosa,2694,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",c.50}","{""Cell color index 12""}",NA,NA,NA,NA
96997,surv5,Bidens pilosa,1283,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
96998,surv5,Bidens subalternans,1284,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
96999,surv5,Bidens tripartita,1285,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97000,surv5,Billardiera scandens,4671,NSWFFRDv2.1,"{""EcoGIS 2002""}","{""Life span"",""present at 20-22 yo sites""}","{""Cell color index 12""}",NA,NA,NA,NA
97001,surv5,Billardiera scandens,4671,NSWFFRDv2.1,"{""Watts Greg. pers. comm.""}","{""Life span"",>30}","{""Cell color index 12""}",NA,NA,NA,30
97002,surv5,Blandfordia nobilis,3529,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
97003,surv5,Blechnum cartilagineum,8052,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",""indefinite (1)""}",NA,NA,NA,NA,NA
97004,surv5,Blechnum cartilagineum,8052,NSWFFRDv2.1,"{""RP RFA Tasmania""}","{""Life span"",""25-100? (R42)""}",{uncertain},NA,NA,100,25
97005,surv5,Blechnum minus,7760,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97006,surv5,Blechnum nudum,8058,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97007,surv5,Blechnum nudum,8058,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97008,surv5,Blechnum wattsii,8063,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97009,surv5,Boronia coerulescens subsp. coerulescens,10752,NSWFFRDv2.1,"{""Specht Rayson Jackman 1958""}","{""Life span"",>25}","{""Cell color index 12""}",NA,NA,NA,25
97010,surv5,Boronia granitica,5743,NSWFFRDv2.1,"{""RP Boronia granitica""}","{""Life span"",""estimated about 15 y""}","{""Cell color index 12""}",NA,NA,NA,NA
97011,surv5,Boronia parviflora,5749,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
97012,surv5,Bossiaea ensata,2778,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97013,surv5,Bossiaea foliosa,2779,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",60?}","{""Cell color index 12"",uncertain}",NA,60,NA,NA
97014,surv5,Bossiaea heterophylla,2780,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Clemens Franklin 1980"",""EcoGIS 2002""}","{""Life span"",""short-medium (1), absent or rare in 10 yo heath (46), common and flowering at 30 yo site (105)""}",NA,NA,NA,NA,NA
97015,surv5,Bossiaea heterophylla,2780,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Clemens Franklin 1980"",""EcoGIS 2002""}","{""Life span"",""short-medium (1), absent or rare in 10 yo heath (46), common and flowering at 30 yo site (105)""}",NA,NA,NA,NA,NA
97016,surv5,Bossiaea heterophylla,2780,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Clemens Franklin 1980"",""EcoGIS 2002""}","{""Life span"",""short-medium (1), absent or rare in 10 yo heath (46), common and flowering at 30 yo site (105)""}",NA,NA,NA,NA,NA
97017,surv5,Bossiaea obcordata,2784,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"",""indefinite (1), present at 20 yo site (105)""}",NA,NA,NA,NA,NA
97018,surv5,Bossiaea obcordata,2784,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"",""indefinite (1), present at 20 yo site (105)""}",NA,NA,NA,NA,NA
97019,surv5,Bossiaea rhombifolia,2787,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",medium-long}","{""Cell color index 12""}",NA,NA,NA,NA
97020,surv5,Bossiaea scolopendria,2789,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
97021,surv5,Botrychium australe,8144,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97022,surv5,Brachyloma daphnoides subsp. daphnoides,10689,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97023,surv5,Brachyloma saxicola,9295,NSWFFRDv2.1,"{""Clarke Fulloon 1999""}","{""Life span"",>20}","{""Cell color index 12""}",NA,NA,NA,20
97024,surv5,Brachyscome angustifolia var. heterophylla,7700,NSWFFRDv2.1,NA,"{""Life span"",indefinite}","{""Cell color index 8""}",NA,NA,NA,NA
97025,surv5,Brachyscome debilis,6914,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97026,surv5,Brachyscome decipiens,6485,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97027,surv5,Brachyscome goniocarpa,7562,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97028,surv5,Brachyscome gracilis,6542,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97029,surv5,Brachyscome linearifolia,13832,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
97030,surv5,Brachyscome lineariloba,6861,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97031,surv5,Brachyscome multifida,7317,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97032,surv5,Brachyscome ptychocarpa,6567,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97033,surv5,Brachyscome rigidula,6559,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97034,surv5,Brachyscome scapigera,7318,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97035,surv5,Brachyscome spathulata,7357,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97036,surv5,Brachyscome tenuiscapa,7266,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97037,surv5,Brassica tournefortii,1790,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97038,surv5,Breynia oblongifolia,2695,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Watts Greg. pers. comm."",""EcoGIS 2002""}","{""Life span"","">20 (1), >30 (35), present at 20 yo site (105)""}",NA,NA,NA,NA,20
97039,surv5,Breynia oblongifolia,2695,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Watts Greg. pers. comm."",""EcoGIS 2002""}","{""Life span"","">20 (1), >30 (35), present at 20 yo site (105)""}",NA,NA,NA,NA,20
97040,surv5,Breynia oblongifolia,2695,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Watts Greg. pers. comm."",""EcoGIS 2002""}","{""Life span"","">20 (1), >30 (35), present at 20 yo site (105)""}",NA,NA,NA,NA,20
97041,surv5,Briza maxima,4800,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97042,surv5,Briza minor,4801,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97043,surv5,Bromus arenarius,4804,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97044,surv5,Bromus diandrus,4806,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97045,surv5,Bromus rubens,4813,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97046,surv5,Bromus sterilis,4817,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97047,surv5,Brunoniella australis,1003,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
97048,surv5,Brunoniella pumilio,1004,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
97049,surv5,Brunoniella pumilio,1004,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
97050,surv5,Bulbine semibarbata,3532,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97051,surv5,Bulbostylis barbata,7748,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97052,surv5,Burchardia umbellata,3533,NSWFFRDv2.1,"{""Keith David pers. comm."",""EcoGIS 2002""}","{""Life span"",""25-60 (9), present and flowering at 25 yo site (105)""}",NA,NA,NA,60,25
97053,surv5,Burchardia umbellata,3533,NSWFFRDv2.1,"{""Keith David pers. comm."",""EcoGIS 2002""}","{""Life span"",""25-60 (9), present and flowering at 25 yo site (105)""}",NA,NA,NA,60,25
97054,surv5,Burnettia cuneata,4368,NSWFFRDv2.1,"{""Keith 1996""}","{""Life span"",2-4}","{""Cell color index 12""}",NA,NA,4,2
97055,surv5,Bursaria spinosa subsp. spinosa,11018,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
97056,surv5,Caesia alpina,3534,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",5?}","{""Cell color index 12"",uncertain}",NA,5,NA,NA
97057,surv5,Caesia parviflora,3535,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
97058,surv5,Cakile edentula,1791,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97059,surv5,Caladenia concolor,9523,NSWFFRDv2.1,"{""RP RFA Victoria - North East""}","{""Life span"",long}","{""Cell color index 12""}",NA,NA,NA,NA
97060,surv5,Caladenia rosella,9477,NSWFFRDv2.1,NA,"{""Life span"",10}",NA,NA,10,NA,NA
97061,surv5,Calandrinia calyptrata,5309,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97062,surv5,Calandrinia granulifera,5312,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97063,surv5,Calandrinia pickeringii,5314,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97064,surv5,Caldcluvia paniculosa,2269,NSWFFRDv2.1,NA,"{""Life span"",>100}",NA,NA,NA,NA,100
97065,surv5,Calendula officinalis,10175,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97066,surv5,Callicoma serratifolia,2270,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>50}","{""Cell color index 12""}",NA,NA,NA,50
97067,surv5,Callistemon citrinus,4004,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",40-80}","{""Cell color index 12""}",NA,NA,80,40
97068,surv5,Callistemon pityoides,7943,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",50?}","{""Cell color index 12"",uncertain}",NA,50,NA,NA
97069,surv5,Callistemon salignus,4015,NSWFFRDv2.1,"{""Watts Greg. pers. comm.""}","{""Life span"","">30 (35)""}",NA,NA,NA,NA,30
97070,surv5,Callistemon salignus,4015,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",""50 (1)""}",NA,NA,50,NA,NA
97071,surv5,Callistemon shiressii,4016,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",""50-80 (1)""}",NA,NA,NA,80,50
97072,surv5,Callistemon shiressii,4016,NSWFFRDv2.1,"{""Maryott-Brown Wilks 1993""}","{""Life span"",""20? (71)""}",{uncertain},NA,20,NA,NA
97073,surv5,Callitris muelleri,2282,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",25-50?}","{""Cell color index 12"",uncertain}",NA,NA,50,25
97074,surv5,Callitris rhomboidea,2285,NSWFFRDv2.1,"{""Hans Enright Thomas 1999""}","{""Life span"","">40 (41)""}",NA,NA,NA,NA,40
97075,surv5,Callitris rhomboidea,2285,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",""50? (1)""}",{uncertain},NA,50,NA,NA
97076,surv5,Calocephalus citreus,1330,NSWFFRDv2.1,"{""RP RFA Tasmania""}","{""Life span"",>5}","{""Cell color index 12""}",NA,NA,NA,5
97077,surv5,Calocephalus platycephalus,1331,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97078,surv5,Calochlaena dubia,8341,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97079,surv5,Calochlaena dubia,8341,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97080,surv5,Calomeria amaranthoides,1333,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",2}","{""Cell color index 12""}",NA,2,NA,NA
97081,surv5,Calotis hispidula,1342,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97082,surv5,Calystegia marginata,2215,NSWFFRDv2.1,"{""Chesterfield Taylor Molnar 1990""}","{""Life span"",<5}","{""Cell color index 12""}",NA,NA,5,NA
97083,surv5,Capsella bursa-pastoris,1794,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97084,surv5,Cardamine flexuosa,7410,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97085,surv5,Cardamine hirsuta,1795,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97086,surv5,Cardamine lilacina,1796,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97087,surv5,Cardamine lilacina,1796,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Wahren Papst Williams 1999""}","{""Life span"",""1-5 (1, 58)""}",NA,NA,NA,5,1
97088,surv5,Cardamine lilacina,1796,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Wahren Papst Williams 1999""}","{""Life span"",""1-5 (1, 58)""}",NA,NA,NA,5,1
97089,surv5,Carduus tenuiflorus,1355,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97090,surv5,Carex appressa,2310,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97091,surv5,Carex breviculmis,2313,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97092,surv5,Carex canescens,2315,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97093,surv5,Cerastium balearicum,9348,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97094,surv5,Carex capillacea,2316,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97095,surv5,Carex cephalotes,2317,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97096,surv5,Carex gaudichaudiana,2322,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97097,surv5,Carex hebes,2324,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97098,surv5,Carex jackiana,2329,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97099,surv5,Carpha nivicola,2339,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
