row_number,trait_code,species,species_code,main_source,original_sources,raw_value,original_notes,norm_value,best,upper,lower
97151,surv5,Commersonia amystia,n/a,NSWFFRDv2.1,NA,"{""Life span"",3}",NA,NA,3,NA,NA
97152,surv5,Commersonia breviseta,13958,NSWFFRDv2.1,NA,"{""Life span"",5}",NA,NA,5,NA,NA
97153,surv5,Conospermum ellipticum,9136,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
97154,surv5,Conospermum ellipticum,9136,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
97155,surv5,Conospermum taxifolium,5352,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
97156,surv5,Conospermum tenuifolium,5353,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
97157,surv5,Conyza bilbaoana,1403,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97158,surv5,Conyza bonariensis,1404,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97159,surv5,Conyza canadensis var. canadensis,10138,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97160,surv5,Conyza parva,1408,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97161,surv5,Conyza sumatrensis,10442,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97162,surv5,Corchorus cunninghamii,6198,NSWFFRDv2.1,NA,"{""Life span"",3-4?}",{uncertain},NA,NA,4,3
97163,surv5,Coronidium scorpioides,13836,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",short?}","{""Cell color index 12"",uncertain}",NA,NA,NA,NA
97164,surv5,Coronidium waddelliae,13966,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97165,surv5,Coronopus didymus,1800,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97166,surv5,Correa reflexa,5772,NSWFFRDv2.1,"{""Clarke 1989""}","{""Life span"",5-30}","{""Cell color index 12""}",NA,NA,30,5
97167,surv5,Corybas fordhamii,4408,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97168,surv5,Corymbia eximia,9743,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97169,surv5,Corymbia gummifera,9687,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",200-300}","{""Cell color index 12""}",NA,NA,300,200
97170,surv5,Corymbia intermedia,9601,NSWFFRDv2.1,"{""Clarke 1989""}","{""Life span"",>30}","{""Cell color index 12""}",NA,NA,NA,30
97171,surv5,Corymbia maculata,9692,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97172,surv5,Cosmos bipinnatus,1410,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97173,surv5,Cotula alpina,1411,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97174,surv5,Cotula australis,1412,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97175,surv5,Craspedia aurantia,9952,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97176,surv5,Craspedia coolaminica,8565,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97177,surv5,Craspedia jamesii,8566,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97178,surv5,Crassocephalum crepidioides,1421,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97179,surv5,Crassula decumbens var. decumbens,7745,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97180,surv5,Crassula peduncularis,6820,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97181,surv5,Darwinia biflora,4024,NSWFFRDv2.1,"{""RP Darwinnia biflora""}","{""Life span"",""c. 15-20 (R34)""}",NA,NA,NA,20,NA
97182,surv5,Crassula sieberiana,2242,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",1-3}","{""Cell color index 12""}",NA,NA,3,1
97183,surv5,Crepidomanes venosum,12520,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97184,surv5,Crotalaria montana var. angustifolia,12020,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97185,surv5,Croton verreauxii,2706,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>30}","{""Cell color index 12""}",NA,NA,NA,30
97186,surv5,Crowea saligna,5775,NSWFFRDv2.1,"{""Clemens Franklin 1980""}","{""Life span"",""absent or rare in 10 yo heath""}","{""Cell color index 12""}",NA,NA,NA,NA
97187,surv5,Cryptandra amara,5554,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",20?}","{""Cell color index 12"",uncertain}",NA,20,NA,NA
97188,surv5,Cryptandra ericoides,5556,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"",""25-60 (1), common and flowering at 22 yo site (105)""}",NA,NA,NA,60,25
97189,surv5,Cryptandra ericoides,5556,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"",""25-60 (1), common and flowering at 22 yo site (105)""}",NA,NA,NA,60,25
97190,surv5,Cryptocarya glaucescens,3479,NSWFFRDv2.1,NA,"{""Life span"",long}",NA,NA,NA,NA,NA
97191,surv5,Cryptocarya microneura,3483,NSWFFRDv2.1,NA,"{""Life span"",long}",NA,NA,NA,NA,NA
97192,surv5,Cryptostylis subulata,4417,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
97193,surv5,Cullen cinereum,10668,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97194,surv5,Cupaniopsis anacardioides,5884,NSWFFRDv2.1,"{""Clarke 1989""}","{""Life span"",>30}","{""Cell color index 12""}",NA,NA,NA,30
97195,surv5,Cuscuta australis,2286,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97196,surv5,Cuscuta campestris,2287,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97197,surv5,Cyathea australis,8074,NSWFFRDv2.1,"{""Mueck Ough Banks 1996""}","{""Life span"",300-400}","{""Cell color index 12""}",NA,NA,400,300
97198,surv5,Cyathochaeta diandra,2347,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97199,surv5,Cymbidium suave,4419,NSWFFRDv2.1,"{""EcoGIS 2002""}","{""Life span"",""present at 22 yo site""}","{""Cell color index 12""}",NA,NA,NA,NA
97200,surv5,Cymbonotus preissianus,1427,NSWFFRDv2.1,NA,"{""Life span"",long}",NA,NA,NA,NA,NA
97201,surv5,Cynosurus echinatus,4845,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97202,surv5,Cyperus albostriatus,2348,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
97203,surv5,Cyperus brevifolius,2353,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
97204,surv5,Cyperus eragrostis,2364,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
97205,surv5,Cyperus polystachyos,8483,NSWFFRDv2.1,NA,"{""Life span"",""absent or rare in 10 yo heath""}",NA,NA,NA,NA,NA
97206,surv5,Cyperus sanguinolentus,2395,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97207,surv5,Cytisus scoparius subsp. scoparius,11075,NSWFFRDv2.1,NA,"{""Life span"",>20}",NA,NA,NA,NA,20
97208,surv5,Dactyloctenium aegyptium,9338,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97209,surv5,Dampiera stricta,3174,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97210,surv5,Dampiera stricta,3174,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97211,surv5,Darwinia biflora,4024,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Auld Scott 1997""}","{""Life span"",""5-10 (1, 13)""}",NA,NA,NA,10,5
97212,surv5,Darwinia biflora,4024,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Auld Scott 1997""}","{""Life span"",""5-10 (1, 13)""}",NA,NA,NA,10,5
97213,surv5,Epacris rigida,2608,NSWFFRDv2.1,NA,"{""Life span"",5-25}",NA,NA,NA,25,5
97214,surv5,Darwinia camptostylis,4025,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"",""c. 5-10 (1), present at 15 and 22 yo sites (105)""}",NA,NA,NA,10,NA
97215,surv5,Darwinia camptostylis,4025,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"",""c. 5-10 (1), present at 15 and 22 yo sites (105)""}",NA,NA,NA,10,NA
97216,surv5,Darwinia fascicularis subsp. fascicularis,6508,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
97217,surv5,Darwinia fascicularis subsp. fascicularis,6508,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
97218,surv5,Darwinia fascicularis subsp. oligantha,7135,NSWFFRDv2.1,NA,"{""Life span"",5-25}",NA,NA,NA,25,5
97219,surv5,Darwinia grandiflora,4029,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
97220,surv5,Darwinia procera,4032,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",""c. 30""}","{""Cell color index 12""}",NA,NA,NA,NA
97221,surv5,Darwinia taxifolia subsp. taxifolia,10038,NSWFFRDv2.1,NA,"{""Life span"",5-25}",NA,NA,NA,25,5
97222,surv5,Daucus glochidiatus,1109,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97223,surv5,Davallia solida var. pyxidata,10647,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97224,surv5,Daviesia ulicifolia,2827,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",medium}","{""Cell color index 12""}",NA,NA,NA,NA
97225,surv5,Daviesia wyattiana,2830,NSWFFRDv2.1,"{""McMahon 1987""}","{""Life span"",20?}","{""Cell color index 12"",uncertain}",NA,20,NA,NA
97226,surv5,Deyeuxia crassiuscula,4880,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",5?}","{""Cell color index 12"",uncertain}",NA,5,NA,NA
97227,surv5,Deyeuxia decipiens,4881,NSWFFRDv2.1,NA,"{""Life span"",1-5}",NA,NA,NA,5,1
97228,surv5,Deyeuxia innominata,10361,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",5?}","{""Cell color index 12"",uncertain}",NA,5,NA,NA
97229,surv5,Deyeuxia monticola var. monticola,6940,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",5?}","{""Cell color index 12"",uncertain}",NA,5,NA,NA
97230,surv5,Dianella caerulea,3540,NSWFFRDv2.1,"{""Hunter Vegetation Washpool National Park Western A""}","{""Life span"",5-30}","{""Cell color index 12""}",NA,NA,30,5
97231,surv5,Dianella caerulea var. caerulea,6700,NSWFFRDv2.1,"{""EcoGIS 2002""}","{""Life span"",""common in 22 yo site""}","{""Cell color index 12""}",NA,NA,NA,NA
97232,surv5,Dianella longifolia var. longifolia,8725,NSWFFRDv2.1,"{""RP RFA Tasmania"",""EcoGIS 2002""}","{""Life span"","">10 (R42), present at 22 yo site (105)""}",NA,NA,NA,NA,10
97233,surv5,Dianella longifolia var. longifolia,8725,NSWFFRDv2.1,"{""RP RFA Tasmania"",""EcoGIS 2002""}","{""Life span"","">10 (R42), present at 22 yo site (105)""}",NA,NA,NA,NA,10
97234,surv5,Dichelachne crinita,4897,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",""10? (58)""}",{uncertain},NA,10,NA,NA
97235,surv5,Dichelachne crinita,4897,NSWFFRDv2.1,"{""Clarke 1989""}","{""Life span"",""<5 (96)""}",NA,NA,NA,5,NA
97236,surv5,Dichelachne inaequiglumis,8748,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",5?}","{""Cell color index 12"",uncertain}",NA,5,NA,NA
97237,surv5,Dichelachne sieberiana,9151,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97238,surv5,Dichondra repens,2222,NSWFFRDv2.1,"{""Wahren Papst Williams 1999"",""EcoGIS 2002""}","{""Life span"",""5? (58), common at 22 yo site (105)""}",{uncertain},NA,5,NA,NA
97239,surv5,Dichondra repens,2222,NSWFFRDv2.1,"{""Wahren Papst Williams 1999"",""EcoGIS 2002""}","{""Life span"",""5? (58), common at 22 yo site (105)""}",{uncertain},NA,5,NA,NA
97240,surv5,Dicksonia antarctica,8082,NSWFFRDv2.1,"{""Mueck Ough Banks 1996""}","{""Life span"",100-500}","{""Cell color index 12""}",NA,NA,500,100
97241,surv5,Dillwynia floribunda,2843,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",5-30}","{""Cell color index 12""}",NA,NA,30,5
97242,surv5,Dillwynia floribunda,2843,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",5-30}","{""Cell color index 12""}",NA,NA,30,5
97243,surv5,Dillwynia phylicoides,7225,NSWFFRDv2.1,"{""EcoGIS 2002""}","{""Life span"",""common at 20 yo site""}","{""Cell color index 12""}",NA,NA,NA,NA
97244,surv5,Dillwynia retorta species complex,12383,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm."",""Watts Greg. pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
97245,surv5,Dillwynia retorta species complex,12383,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm."",""Watts Greg. pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
97246,surv5,Dillwynia retorta species complex,12383,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm."",""Watts Greg. pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
97247,surv5,Dillwynia sericea,2851,NSWFFRDv2.1,"{""EcoGIS 2002""}","{""Life span"",""present at 22 yo site""}","{""Cell color index 12""}",NA,NA,NA,NA
97248,surv5,Dillwynia sieberi,8734,NSWFFRDv2.1,NA,"{""Life span"",20-25?}",{uncertain},NA,NA,25,20
97249,surv5,Dillwynia stipulifera,2852,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",""c. 15""}","{""Cell color index 12""}",NA,NA,NA,NA
97250,surv5,Dillwynia tenuifolia,2853,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",""20-30? (1)""}",{uncertain},NA,NA,30,20
97251,surv5,Dillwynia tenuifolia,2853,NSWFFRDv2.1,"{""Maryott-Brown Wilks 1993""}","{""Life span"",""10-15? (71)""}",{uncertain},NA,NA,15,10
97252,surv5,Diplaspis nivis,11298,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97253,surv5,Dipodium punctatum,7887,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97254,surv5,Dipogon lignosus,2854,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",References!C10}",NA,NA,NA,NA,NA
97255,surv5,Discaria pubescens,5564,NSWFFRDv2.1,"{""RP RFA Victoria - Gippsland""}","{""Life span"",""long (R38)""}",NA,NA,NA,NA,NA
97256,surv5,Discaria pubescens,5564,NSWFFRDv2.1,"{""RP RFA Tasmania""}","{""Life span"",""30 (R42)""}",NA,NA,30,NA,NA
97257,surv5,Dissocarpus paradoxus,2103,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97258,surv5,Dodonaea triquetra,5911,NSWFFRDv2.1,"{""EcoGIS 2002""}","{""Life span"",""common in 25 yo site""}","{""Cell color index 12""}",NA,NA,NA,NA
97259,surv5,Doryphora sassafras,3913,NSWFFRDv2.1,NA,"{""Life span"",long}",NA,NA,NA,NA,NA
97260,surv5,Drabastrum alpestre,1806,NSWFFRDv2.1,NA,"{""Life span"",short}",NA,NA,NA,NA,NA
97261,surv5,Dracophyllum secundum,2589,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
97262,surv5,Drosera auriculata,2556,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97263,surv5,Drosera binata,2557,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97264,surv5,Drosera binata,2557,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97265,surv5,Drosera glanduligera,2558,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",""<1? (1)""}",{uncertain},NA,NA,1,NA
97266,surv5,Drosera glanduligera,2558,NSWFFRDv2.1,"{""Harden 19901993""}","{""Life span"",""ephemeral (56)""}",NA,NA,NA,NA,NA
97267,surv5,Drosera peltata,2559,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",""5-25 (9)""}",NA,NA,NA,25,5
97268,surv5,Drosera peltata,2559,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",""indefinite (1)""}",NA,NA,NA,NA,NA
97269,surv5,Drosera pygmaea,2560,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
97270,surv5,Drosera spatulata,2561,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
97271,surv5,Dysoxylum fraserianum,3676,NSWFFRDv2.1,NA,"{""Life span"",long}",NA,NA,NA,NA,NA
97272,surv5,Dysphania kalpari,2105,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97273,surv5,Eucalyptus moorei,4130,NSWFFRDv2.1,NA,"{""Life span"",>100}",NA,NA,NA,NA,100
97274,surv5,Echinopogon caespitosus var. caespitosus,7593,NSWFFRDv2.1,"{""EcoGIS 2002""}","{""Life span"",""present at 20-22 yo sites""}","{""Cell color index 12""}",NA,NA,NA,NA
97275,surv5,Echium plantagineum,1751,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97276,surv5,Ehrharta longiflora,4938,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97277,surv5,Elaeocarpus holopetalus,2571,NSWFFRDv2.1,NA,"{""Life span"",>100}",NA,NA,NA,NA,100
97278,surv5,Elaeocarpus kirtonii,2572,NSWFFRDv2.1,NA,"{""Life span"",>100}",NA,NA,NA,NA,100
97279,surv5,Elaeocarpus reticulatus,2574,NSWFFRDv2.1,"{""EcoGIS 2002""}","{""Life span"",""present in 20-22 yo sites""}","{""Cell color index 12""}",NA,NA,NA,NA
97280,surv5,Elaeodendron australe var. australe,12523,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97281,surv5,Eleocharis sphacelata,6988,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
97282,surv5,Empodisma minus,5532,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",15?}","{""Cell color index 12"",uncertain}",NA,15,NA,NA
97283,surv5,Endiandra discolor,3489,NSWFFRDv2.1,NA,"{""Life span"",long}",NA,NA,NA,NA,NA
97284,surv5,Endiandra sieberi,3495,NSWFFRDv2.1,NA,"{""Life span"",long}",NA,NA,NA,NA,NA
97285,surv5,Enneapogon avenaceus,6720,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97286,surv5,Enneapogon gracilis,4943,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97287,surv5,Entolasia marginata,4946,NSWFFRDv2.1,NA,"{""Life span"",""present in 20-22 yo sites""}",NA,NA,NA,NA,NA
97288,surv5,Entolasia stricta,4947,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97289,surv5,Epacris breviflora,2591,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",50?}","{""Cell color index 12"",uncertain}",NA,50,NA,NA
97290,surv5,Epacris celata,10839,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",50?}","{""Cell color index 12"",uncertain}",NA,50,NA,NA
97291,surv5,Epacris glacialis,2595,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",50?}","{""Cell color index 12"",uncertain}",NA,50,NA,NA
97292,surv5,Epacris gunnii,10842,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",50?}","{""Cell color index 12"",uncertain}",NA,50,NA,NA
97293,surv5,Epacris hamiltonii,2596,NSWFFRDv2.1,NA,"{""Life span"",>15}",NA,NA,NA,NA,15
97294,surv5,Epacris microphylla,2599,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"",""5-20 (1), present and flowering in 20, 22, 25 yo sites (105)""}",NA,NA,NA,20,5
97295,surv5,Epacris microphylla,2599,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"",""5-20 (1), present and flowering in 20, 22, 25 yo sites (105)""}",NA,NA,NA,20,5
97296,surv5,Epacris obtusifolia,2602,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",""10-20 (1)""}",NA,NA,NA,20,10
97297,surv5,Epacris obtusifolia,2602,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",""5-25 (9)""}",NA,NA,NA,25,5
97298,surv5,Epacris paludosa,2603,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"","">60 (1)""}",NA,NA,NA,NA,60
97299,surv5,Epacris paludosa,2603,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",""25-60 (9)""}",NA,NA,NA,60,25
97300,surv5,Epacris pulchella,2605,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"",""10-20 (1), common in 22 yo site (105)""}",NA,NA,NA,20,10
97301,surv5,Epacris pulchella,2605,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""EcoGIS 2002""}","{""Life span"",""10-20 (1), common in 22 yo site (105)""}",NA,NA,NA,20,10
97302,surv5,Epacris purpurascens var. purpurascens,7752,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",5-20}","{""Cell color index 12""}",NA,NA,20,5
97303,surv5,Epilobium gunnianum,4329,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97304,surv5,Eragrostis benthamii,7578,NSWFFRDv2.1,"{""EcoGIS 2002""}","{""Life span"",""present in 20-22 yo sites""}","{""Cell color index 12""}",NA,NA,NA,NA
97305,surv5,Erechtites valerianifolia,1439,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97306,surv5,Eriachne glabrata,4979,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
97307,surv5,Erigeron bellidioides,11025,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97308,surv5,Eriochilus cucullatus,4460,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",15?}","{""Cell color index 12"",uncertain}",NA,15,NA,NA
97309,surv5,Erodium crinitum,3142,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97310,surv5,Eryngium vesiculosum,1117,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",short}","{""Cell color index 12""}",NA,NA,NA,NA
97311,surv5,Eucalyptus acmenoides,7027,NSWFFRDv2.1,NA,"{""Life span"",>100}",NA,NA,NA,NA,100
97312,surv5,Eucalyptus agglomerata,4037,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97313,surv5,Eucalyptus aggregata,4038,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97314,surv5,Eucalyptus amplifolia subsp. amplifolia,9007,NSWFFRDv2.1,NA,"{""Life span"",>100}",NA,NA,NA,NA,100
97315,surv5,Eucalyptus apiculata,4043,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
