"dcterms_rightsHolder","dcterms_rights","dcterms_language","dcterms_type","dcterms_modified","dcterms_available","speciesID","taxonRank","kingdomID","kingdom","classID","class","orderID","order","familyID","family","sortOrder","genusID","genus","parentSpeciesID","specificEpithet","infraspecificEpithet","scientificNameAuthorship","scientificNameID","speciesCode_Synonym","scientificName","scientificNameHTML","vernacularName","otherVernacularNames","taxonID","currentScientificNameCode","currentScientificName","currentVernacularName","isCurrent","generalTypeID","generalType","establishmentMeans","primaryGrowthForm","primaryGrowthFormGroup","secondaryGrowthForms","secondaryGrowthFormGroups","stateConservation","protectedInNSW","sensitivityClass","TSProfileID","countryConservation","highThreatWeed","widelyCultivatedNativeSpecies","CAMBA","JAMBA","ROKAMBA"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:49:12.83+11:00","1995-12-15T13:25:26+11:00",5425,"Species",139,"Plantae",38,"Flora",137,"Flora",161,"Lamiaceae",12086,2514,"Clerodendrum",5425,"spp.",NA,NA,5425,"CLER","Clerodendrum spp.","<em>Clerodendrum spp.</em>",NA,NA,5425,"CLER","Clerodendrum spp.",NA,"true",NA,NA,"Alive in NSW, Native","Tree","Tree (TG)","Shrub","Shrub (SG)","Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:50:21.02+11:00","1995-12-15T13:25:28+11:00",5429,"Species",139,"Plantae",38,"Flora",137,"Flora",245,"Acanthaceae",5825,3135,"Hygrophila",5429,"spp.",NA,NA,5429,"HYGR","Hygrophila spp.","<em>Hygrophila spp.</em>",NA,NA,5429,"HYGR","Hygrophila spp.",NA,"true",NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:49:29.597+11:00","1995-12-15T13:25:29+11:00",5432,"Species",139,"Plantae",38,"Flora",137,"Flora",421,"Fabaceae (Faboideae)",10461,2714,"Dillwynia",5432,"spp.",NA,NA,5432,"DILL","Dillwynia spp.","<em>Dillwynia spp.</em>",NA,NA,5432,"DILL","Dillwynia spp.",NA,"true",NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2018-10-23T16:41:44.093+11:00","1995-12-15T13:25:45+11:00",5479,"Species",139,"Plantae",38,"Flora",137,"Flora",157,"Apiaceae",6243,2853,"Eryngium",5479,"spp.",NA,NA,5479,"ERYN","Eryngium spp.","<em>Eryngium spp.</em>",NA,NA,5479,"ERYN","Eryngium spp.",NA,"true",NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:23:14.44+11:00","2007-04-17T17:56:19+10:00",5434,"Species",139,"Plantae",38,"Flora",137,"Flora",421,"Fabaceae (Faboideae)",10756,3889,"Pultenaea",17454,"parrisiae",NA,"J.D. Briggs & Crisp",5434,"151","Pultenaea species 1","<em>Pultenaea species 1</em>",NA,NA,17454,"12224","Pultenaea parrisiae","Parris' Bush-pea","false",184,"Shrubs","Alive in NSW, Native",NA,NA,NA,NA,"Vulnerable","false","Not Sensitive",10714,"Vulnerable",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2009-01-15T13:13:39+11:00","1995-12-15T13:25:30+11:00",5435,"Species",139,"Plantae",38,"Flora",137,"Flora",155,"Brassicaceae",8192,4084,"Sinapis",5435,"spp.",NA,NA,5435,"SINA","Sinapis spp.","<em>Sinapis spp.</em>",NA,NA,5435,"SINA","Sinapis spp.",NA,"true",NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:52:09.537+11:00","1995-12-15T13:25:30+11:00",5437,"Species",139,"Plantae",38,"Flora",137,"Flora",161,"Lamiaceae",12300,4376,"Westringia",5437,"spp.",NA,NA,5437,"WEST","Westringia spp.","<em>Westringia spp.</em>",NA,NA,5437,"WEST","Westringia spp.",NA,"true",NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:50:13.397+11:00","1995-12-15T13:25:31+11:00",5440,"Species",139,"Plantae",38,"Flora",137,"Flora",202,"Sapindaceae",17941,3048,"Harpullia",5440,"spp.",NA,NA,5440,"HARP","Harpullia spp.","<em>Harpullia spp.</em>",NA,NA,5440,"HARP","Harpullia spp.",NA,"true",NA,NA,"Alive in NSW, Native","Tree","Tree (TG)","Shrub","Shrub (SG)","Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:50:21.38+11:00","1995-12-15T13:25:32+11:00",5441,"Species",139,"Plantae",38,"Flora",137,"Flora",213,"Hymenophyllaceae",11836,3142,"Hymenophyllum",5441,"spp.",NA,NA,5441,"HYME","Hymenophyllum spp.","<em>Hymenophyllum spp.</em>",NA,NA,5441,"HYME","Hymenophyllum spp.",NA,"true",171,"Ferns and Cycads","Alive in NSW, Native","Fern and fern allies","Fern (EG)","Epiphyte","Other (OG)","Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:46:12.763+11:00","1995-12-15T13:25:32+11:00",5443,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",165,"Asteraceae",7270,3126,"Hyalosperma",17630,"glutinosum","glutinosum","Steetz",5443,"9083","Hyalosperma glutinosum subsp. glutinosum","<em>Hyalosperma glutinosum </em>subsp.<em> glutinosum</em>",NA,NA,5443,"9083","Hyalosperma glutinosum subsp. glutinosum",NA,"true",NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:19:18.793+11:00","1999-05-24T10:12:39+10:00",5445,"Species",139,"Plantae",38,"Flora",137,"Flora",159,"Poaceae",15382,2206,"Austrostipa",13105,"wakoolica",NA,"(Vickery, S.W.L. Jacobs & J. Everett) S.W.L. Jacobs & J. Everett",5445,"6560","Stipa wakoolica","<em>Stipa wakoolica</em>",NA,NA,13105,"10388","Austrostipa wakoolica","A spear-grass","false",174,"Herbs and Forbs","Alive in NSW, Native",NA,NA,NA,NA,"Endangered","false","Not Sensitive",10082,"Endangered",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:51:46.897+11:00","1995-12-15T13:25:34+11:00",5448,"Species",139,"Plantae",38,"Flora",137,"Flora",228,"Elaeocarpaceae",9798,4090,"Sloanea",5448,"spp.",NA,NA,5448,"SLOA","Sloanea spp.","<em>Sloanea spp.</em>",NA,NA,5448,"SLOA","Sloanea spp.",NA,"true",NA,NA,"Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2006-01-30T17:20:40+11:00","1995-12-15T13:25:35+11:00",5451,"Species",139,"Plantae",38,"Flora",137,"Flora",217,"Caryophyllaceae",8435,3660,"Paronychia",5451,"spp.",NA,NA,5451,"PARO","Paronychia spp.","<em>Paronychia spp.</em>",NA,NA,5451,"PARO","Paronychia spp.",NA,"true",NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:45:24.45+11:00","1995-12-15T13:25:35+11:00",5452,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",306,"Anthericaceae",6175,4278,"Tricoryne",10270,"anceps","pterocaulon","(Baker) Thongp.",5452,"8765","Tricoryne anceps subsp. pterocaulon","<em>Tricoryne anceps </em>subsp.<em> pterocaulon</em>",NA,NA,5452,"8765","Tricoryne anceps subsp. pterocaulon",NA,"true",NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:51:55.833+11:00","1995-12-15T13:25:36+11:00",5453,"Species",139,"Plantae",38,"Flora",137,"Flora",330,"Winteraceae",18768,4188,"Tasmannia",5453,"spp.",NA,NA,5453,"TASM","Tasmannia spp.","<em>Tasmannia spp.</em>",NA,NA,5453,"TASM","Tasmannia spp.",NA,"true",NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:50:57.35+11:00","1995-12-15T13:25:36+11:00",5454,"Species",139,"Plantae",38,"Flora",137,"Flora",185,"Najadaceae",13927,3518,"Najas",5454,"spp.",NA,NA,5454,"NAJA","Najas spp.","<em>Najas spp.</em>",NA,NA,5454,"NAJA","Najas spp.",NA,"true",NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2018-10-23T16:41:30.877+11:00","1995-12-15T13:20:40+11:00",5458,"Species",139,"Plantae",38,"Flora",137,"Flora",214,"Pittosporaceae",15123,3766,"Pittosporum",4646,"spp.",NA,NA,5458,"CITR","Citriobatus spp.","<em>Citriobatus spp.</em>",NA,NA,4646,"PITT","Pittosporum spp.",NA,"false",NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2022-11-04T17:28:55.773+11:00","1995-12-15T13:25:38+11:00",5459,"Species",139,"Plantae",38,"Flora",137,"Flora",431,"Fabaceae (Mimosoideae)",11084,1950,"Acacia",5459,"georgensis",NA,"Tind.",5459,"3782","Acacia georgensis","<em>Acacia georgensis</em>","Bega Wattle",NA,5459,"3782","Acacia georgensis","Bega Wattle","true",185,"Trees","Alive in NSW, Native","Shrub","Shrub (SG)","Tree","Tree (TG)","Vulnerable","false","Not Sensitive",10014,"Vulnerable",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2018-10-26T23:43:16.737+11:00","1995-12-15T13:25:38+11:00",5460,"Species",139,"Plantae",38,"Flora",137,"Flora",326,"Fabaceae (Caesalpinioideae)",10216,2399,"Cassia",5460,"marksiana",NA,"(F.M. Bailey) Domin",5460,"1892","Cassia marksiana","<em>Cassia marksiana</em>",NA,NA,5460,"1892","Cassia marksiana",NA,"true",185,"Trees","Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Endangered","false","Not Sensitive",10150,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:48:12.877+11:00","1998-04-14T10:12:23+10:00",5461,"Species",139,"Plantae",38,"Flora",137,"Flora",421,"Fabaceae (Faboideae)",10708,3800,"Podolobium",12551,"aestivum",NA,"Crisp & P.H.Weston",5461,"140","Oxylobium sp. ( Mt. Warning-Gibralter Range )","<em>Oxylobium sp. ( Mt. Warning-Gibralter Range )</em>",NA,NA,12551,"9913","Podolobium aestivum",NA,"false",NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:51:51.537+11:00","1995-12-15T13:25:39+11:00",5462,"Species",139,"Plantae",38,"Flora",137,"Flora",162,"Menispermaceae",12973,4135,"Stephania",5462,"spp.",NA,NA,5462,"STEP","Stephania spp.","<em>Stephania spp.</em>",NA,NA,5462,"STEP","Stephania spp.",NA,"true",NA,NA,"Alive in NSW, Native","Vine","Other (OG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2020-03-09T16:08:15.243+11:00","1995-12-15T13:25:39+11:00",5463,"Species",139,"Plantae",38,"Flora",137,"Flora",159,"Poaceae",15576,2713,"Digitaria",5463,"spp.",NA,NA,5463,"DIGI","Digitaria spp.","<em>Digitaria spp.</em>",NA,NA,5463,"DIGI","Digitaria spp.",NA,"true",NA,NA,"Alive in NSW, Native","Tussock Grass","Grass & grasslike (GG)","Other Grass","Grass & grasslike (GG)","Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:35:20.47+11:00","1995-12-15T13:25:39+11:00",5464,"Species",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13900,4175,"Syzygium",5464,"hodgkinsoniae",NA,"(F. Muell.) L. Johnson",5464,"4290","Syzygium hodgkinsoniae","<em>Syzygium hodgkinsoniae</em>","Red Lilly Pilly",NA,5464,"4290","Syzygium hodgkinsoniae","Red Lilly Pilly","true",185,"Trees","Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Vulnerable","false","Not Sensitive",10792,"Vulnerable",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:27:40.693+11:00","1995-12-15T13:25:40+11:00",5465,"Species",139,"Plantae",38,"Flora",137,"Flora",165,"Asteraceae",7389,3578,"Olearia",5465,"cordata",NA,"Lander",5465,"1587","Olearia cordata","<em>Olearia cordata</em>",NA,NA,5465,"1587","Olearia cordata",NA,"true",184,"Shrubs","Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Vulnerable","false","Not Sensitive",10576,"Vulnerable",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2020-01-21T00:25:40.39+11:00","1995-12-15T13:25:40+11:00",5466,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",167,"Proteaceae",16808,3695,"Persoonia",10736,"mollis","revoluta","S.Krauss & L.A.S.Johnson",5466,"8997","Persoonia mollis subsp. revoluta","<em>Persoonia mollis </em>subsp.<em> revoluta</em>",NA,NA,5466,"8997","Persoonia mollis subsp. revoluta",NA,"true",184,"Shrubs","Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Vulnerable","true","Not Sensitive",20345,"Vulnerable",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:40:14.913+11:00","1995-12-15T13:25:41+11:00",5467,"Species",139,"Plantae",38,"Flora",137,"Flora",204,"Droseraceae",9739,2024,"Aldrovanda",5467,"vesiculosa",NA,"L.",5467,"6434","Aldrovanda vesiculosa","<em>Aldrovanda vesiculosa</em>","Waterwheel Plant",NA,5467,"6434","Aldrovanda vesiculosa","Waterwheel Plant","true",164,"Aquatic Plants","Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Endangered","false","Not Sensitive",10035,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:50:11.037+11:00","1995-12-15T13:25:41+11:00",5468,"Species",139,"Plantae",38,"Flora",137,"Flora",167,"Proteaceae",16720,3033,"Hakea",5468,"spp.",NA,NA,5468,"HAKE","Hakea spp.","<em>Hakea spp.</em>",NA,NA,5468,"HAKE","Hakea spp.",NA,"true",NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)","Tree","Tree (TG)","Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2020-03-09T15:53:13.62+11:00","1995-12-15T13:25:41+11:00",5469,"Species",139,"Plantae",38,"Flora",137,"Flora",159,"Poaceae",15436,2298,"Bromus",5469,"spp.",NA,NA,5469,"BROM","Bromus spp.","<em>Bromus spp.</em>",NA,NA,5469,"BROM","Bromus spp.",NA,"true",NA,NA,"Alive in NSW, Native","Tussock Grass","Grass & grasslike (GG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:50:05.3+11:00","1995-12-15T13:25:42+11:00",5471,"Species",139,"Plantae",38,"Flora",137,"Flora",421,"Fabaceae (Faboideae)",10500,2988,"Glycine",5471,"spp.",NA,NA,5471,"GLYC","Glycine spp.","<em>Glycine spp.</em>",NA,NA,5471,"GLYC","Glycine spp.",NA,"true",NA,NA,"Alive in NSW, Native","Vine","Other (OG)","Forb","Forb (FG)","Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:51:01.333+11:00","1995-12-15T13:25:42+11:00",5472,"Species",139,"Plantae",38,"Flora",137,"Flora",309,"Viscaceae",18739,3560,"Notothixos",5472,"spp.",NA,NA,5472,"NOTO","Notothixos spp.","<em>Notothixos spp.</em>",NA,NA,5472,"NOTO","Notothixos spp.",NA,"true",NA,NA,"Alive in NSW, Native","Epiphyte","Other (OG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:52:10.88+11:00","1995-12-15T13:25:42+11:00",5473,"Species",139,"Plantae",38,"Flora",137,"Flora",405,"Colchicaceae",8922,4389,"Wurmbea",5473,"spp.",NA,NA,5473,"WURM","Wurmbea spp.","<em>Wurmbea spp.</em>",NA,NA,5473,"WURM","Wurmbea spp.",NA,"true",NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:50:27.833+11:00","1995-12-15T13:25:43+11:00",5474,"Species",139,"Plantae",38,"Flora",137,"Flora",421,"Fabaceae (Faboideae)",10581,3196,"Jacksonia",5474,"spp.",NA,NA,5474,"JACK","Jacksonia spp.","<em>Jacksonia spp.</em>",NA,NA,5474,"JACK","Jacksonia spp.",NA,"true",NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)","Tree","Tree (TG)","Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:42:39.76+11:00","1995-12-15T13:25:43+11:00",5475,"Species",139,"Plantae",38,"Flora",137,"Flora",426,"Asteliaceae",6726,2558,"Cordyline",5475,"congesta",NA,"Steud.",5475,"7527","Cordyline congesta","<em>Cordyline congesta</em>",NA,NA,5475,"7527","Cordyline congesta",NA,"true",NA,NA,"Alive in NSW, Native","Palm & palmlike","Other (OG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
