bionet_name,species_code,original_source,trait_code,norm_value,best,lower,upper,raw_value
Dampiera stricta,3174,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Dampiera stricta,3174,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Darwinia grandiflora,4029,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Darwinia grandiflora,4029,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Deyeuxia decipiens,4881,Keith 1991,repr2,Exclusive,NA,NA,NA,"fruit_production, exclusive pulse in first 2-3 postfire reproductive seasons"
Deyeuxia quadriseta,4891,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Deyeuxia quadriseta,4891,Keith 1991,repr2,Facultative,NA,NA,NA,"fruit_production, facultative pulse in first 2-3 postfire reproductive seasons"
Dillwynia floribunda,2843,Keith 1991,surv1,None,NA,NA,NA,"vegetative_recovery, obligate seeder"
Dillwynia floribunda,2843,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Dillwynia floribunda,2843,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Drosera binata,2557,Keith 1991,germ1,Non-canopy,NA,NA,NA,"propagule_storage, no storage"
Drosera binata,2557,Keith 1991,repr2,Exclusive,NA,NA,NA,"fruit_production, exclusive pulse in first 2-3 postfire reproductive seasons"
Drosera peltata,2559,Keith 1991,germ1,Non-canopy,NA,NA,NA,"propagule_storage, no storage"
Drosera peltata,2559,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Drosera pygmaea,2560,Keith 1991,germ1,Non-canopy,NA,NA,NA,"propagule_storage, no storage"
Drosera pygmaea,2560,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Eleocharis sphacelata,6988,Keith 1991,repr2,Facultative,NA,NA,NA,"fruit_production, facultative pulse in first 2-3 postfire reproductive seasons"
Empodisma minus,5532,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Entolasia stricta,4947,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Epacris microphylla,2599,Keith 1991,surv1,None,NA,NA,NA,"vegetative_recovery, obligate seeder"
Epacris microphylla,2599,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Epacris microphylla,2599,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Epacris obtusifolia,2602,Keith 1991,surv1,None,NA,NA,NA,"vegetative_recovery, obligate seeder"
Epacris obtusifolia,2602,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Epacris obtusifolia,2602,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Epacris paludosa,2603,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Epacris paludosa,2603,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Eriachne glabrata,4979,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Eucalyptus haemastoma,4104,Keith 1991,germ1,Canopy,NA,NA,NA,"propagule_storage, canopy"
Eucalyptus haemastoma,4104,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Gahnia sieberiana,2442,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Gahnia sieberiana,2442,Keith 1991,repr2,Facultative,NA,NA,NA,"fruit_production, facultative pulse in first 2-3 postfire reproductive seasons"
Gleichenia dicarpa,7138,Keith 1991,germ1,Non-canopy,NA,NA,NA,"propagule_storage, no storage"
Gleichenia dicarpa,7138,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Gleichenia microphylla,6708,Keith 1991,germ1,Non-canopy,NA,NA,NA,"propagule_storage, no storage"
Gleichenia microphylla,6708,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Glossodia minor,4466,Keith 1991,germ1,Non-canopy,NA,NA,NA,"propagule_storage, no storage"
Glossodia minor,4466,Keith 1991,repr2,Facultative,NA,NA,NA,"fruit_production, facultative pulse in first 2-3 postfire reproductive seasons"
Gonocarpus salsoloides,3246,Keith 1991,surv1,None,NA,NA,NA,"vegetative_recovery, obligate seeder"
Gonocarpus salsoloides,3246,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Gonocarpus salsoloides,3246,Keith 1991,repr2,Facultative,NA,NA,NA,"fruit_production, facultative pulse in first 2-3 postfire reproductive seasons"
Gonocarpus tetragynus,3247,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Gonocarpus tetragynus,3247,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Gonocarpus teucrioides,3248,Keith 1991,surv1,None,NA,NA,NA,"vegetative_recovery, obligate seeder"
Gonocarpus teucrioides,3248,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Gonocarpus teucrioides,3248,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Goodenia bellidifolia,3175,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Goodenia bellidifolia,3175,Keith 1991,repr2,Facultative,NA,NA,NA,"fruit_production, facultative pulse in first 2-3 postfire reproductive seasons"
Goodenia dimorpha,3179,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Goodenia dimorpha,3179,Keith 1991,repr2,Facultative,NA,NA,NA,"fruit_production, facultative pulse in first 2-3 postfire reproductive seasons"
Grevillea oleoides,5388,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Grevillea oleoides,5388,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Gymnoschoenus sphaerocephalus,2445,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Haemodorum corymbosum,6435,Keith 1991,germ1,Non-canopy,NA,NA,NA,"propagule_storage, no storage"
Haemodorum corymbosum,6435,Keith 1991,repr2,Facultative,NA,NA,NA,"fruit_production, facultative pulse in first 2-3 postfire reproductive seasons"
Hakea dactyloides,5409,Keith 1991,germ1,Canopy,NA,NA,NA,"propagule_storage, canopy"
Hakea dactyloides,5409,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Hakea teretifolia,5427,Keith 1991,germ1,Canopy,NA,NA,NA,"propagule_storage, canopy"
Hakea teretifolia,5427,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Hakea teretifolia,5427,Keith 1991,surv1,None,NA,NA,NA,"vegetative_recovery, obligate seeder"
Hemarthria uncinata,5001,Keith 1991,repr2,Facultative,NA,NA,NA,"fruit_production, facultative pulse in first 2-3 postfire reproductive seasons"
Hibbertia riparia,2545,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Hibbertia riparia,2545,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Hibbertia serpyllifolia,2550,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Hibbertia serpyllifolia,2550,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Hypericum gramineum,7240,Keith 1991,repr2,Facultative,NA,NA,NA,"fruit_production, facultative pulse in first 2-3 postfire reproductive seasons"
Hypoxis hygrometrica,3553,Keith 1991,repr2,Facultative,NA,NA,NA,"fruit_production, facultative pulse in first 2-3 postfire reproductive seasons"
Hypolaena fastigiata,5533,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Isopogon anemonifolius,5433,Keith 1991,germ1,Canopy,NA,NA,NA,"propagule_storage, canopy"
Isopogon anemonifolius,5433,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Juncus planifolius,3340,Keith 1991,germ1,Non-canopy,NA,NA,NA,"propagule_storage, no storage"
Juncus planifolius,3340,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Kunzea capitata,4207,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Kunzea capitata,4207,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Lambertia formosa,5440,Keith 1991,germ1,Canopy,NA,NA,NA,"propagule_storage, canopy"
Lambertia formosa,5440,Keith 1991,repr2,Facultative,NA,NA,NA,"fruit_production, facultative pulse in first 2-3 postfire reproductive seasons"
Lepidosperma filiforme,2465,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
